tipo-usuario0;nome=Lucas Felciano;email=13123221;senha=lucasfeliciano326@gmail.com;endereco=asdfasdas;telefone=asdfasas
tipo-usuario0;nome=Lucas Felciano;email=13123221;senha=lucasfeliciano326@gmail.com;endereco=asfasfdasdfas;telefone=asdfasas
tipo-usuario0;nome=Lucas Felciano;email=1313131131;senha=lucasfeliciano326@gmail.com;endereco=asfasddass;telefone=asdfasfas
tipo-usuario0;nome=asdfa;email=2422425254;senha=lucasfeliciano326@gmail.com;endereco=asdfasfa;telefone=asdfasfas
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=131313131;senha=lucasfeliciano326@gmail.com;endereco=asdfafasasf;telefone=asdfafafs
tipo-usuario0;nome=Lucas Felciano;email=132113131;senha=lucasfeliciano326@gmail.com;endereco=asdfasfddas;telefone=asdfasfas
